CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
A3,928,AEGEAN  AIRLINES,2024-03-11T03:00:00,2024-03-11T03:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
FB,1528,BULGARIA  AIR,2024-03-11T03:00:00,2024-03-11T03:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
LY,376,EL AL ISRAEL AIRLINES,2024-03-11T02:30:00,2024-03-11T03:05:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,,,DELAYED,עיכוב
TP,8913,AIR PORTUGAL,2024-03-11T02:30:00,2024-03-11T03:05:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,,,DELAYED,עיכוב
AM,7850,AERO MEXICO,2024-03-11T02:55:00,2024-03-11T03:15:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,DELAYED,עיכוב
LY,336,EL AL ISRAEL AIRLINES,2024-03-11T02:55:00,2024-03-11T03:15:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,DELAYED,עיכוב
SK,3152,SAS,2024-03-11T02:55:00,2024-03-11T03:15:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,DELAYED,עיכוב
OS,859,AUSTRIAN AIRLINES,2024-03-11T03:35:00,2024-03-11T03:35:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
LO,151,LOT POLISH AIRLINES,2024-03-11T03:45:00,2024-03-11T03:45:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
LY,9256,EL AL ISRAEL AIRLINES,2024-03-11T03:45:00,2024-03-11T03:45:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
AM,7854,AERO MEXICO,2024-03-11T03:55:00,2024-03-11T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,326,EL AL ISRAEL AIRLINES,2024-03-11T03:55:00,2024-03-11T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
SK,3158,SAS,2024-03-11T03:55:00,2024-03-11T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
IB,2391,IBERIA,2024-03-11T04:00:00,2024-03-11T04:00:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,392,EL AL ISRAEL AIRLINES,2024-03-11T04:00:00,2024-03-11T04:00:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
6H,724,ISRAIR AIRLINES,2024-03-11T04:00:00,2024-03-11T04:00:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
AM,7878,AERO MEXICO,2024-03-11T04:20:00,2024-03-11T04:20:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
AR,7870,AEROLINEAS ARGENTINAS S.A.,2024-03-11T04:20:00,2024-03-11T04:20:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
IB,2397,IBERIA,2024-03-11T04:20:00,2024-03-11T04:20:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,398,EL AL ISRAEL AIRLINES,2024-03-11T04:20:00,2024-03-11T04:20:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
IZ,282,ARKIA  ISRAELI  AIRLINES,2024-03-11T04:35:00,2024-03-11T04:35:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
QS,1286,SMARTWINGS,2024-03-11T04:35:00,2024-03-11T04:35:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
AA,9267,AMERICAN AIRLINES,2024-03-11T05:05:00,2024-03-11T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
AM,7876,AERO MEXICO,2024-03-11T05:05:00,2024-03-11T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
BZ,251,BLUE BIRD AIRWAYS,2024-03-11T05:05:00,2024-03-11T05:05:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,318,EL AL ISRAEL AIRLINES,2024-03-11T05:05:00,2024-03-11T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
SK,3174,SAS,2024-03-11T05:05:00,2024-03-11T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
A3,929,AEGEAN  AIRLINES,2024-03-11T05:15:00,2024-03-11T05:15:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,12-15,A,ON TIME,בזמן
FB,1529,BULGARIA  AIR,2024-03-11T05:15:00,2024-03-11T05:15:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,12-15,A,ON TIME,בזמן
JU,7623,AIR SERBIA,2024-03-11T05:15:00,2024-03-11T05:15:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,12-15,A,ON TIME,בזמן
LO,152,LOT POLISH AIRLINES,2024-03-11T05:20:00,2024-03-11T05:20:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,16-19,A,ON TIME,בזמן
LY,9255,EL AL ISRAEL AIRLINES,2024-03-11T05:20:00,2024-03-11T05:20:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,16-19,A,ON TIME,בזמן
NH,5620,ALL NIPPON AIRWAYS,2024-03-11T05:20:00,2024-03-11T05:20:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,29-33,A,ON TIME,בזמן
OS,860,AUSTRIAN AIRLINES,2024-03-11T05:20:00,2024-03-11T05:20:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,29-33,A,ON TIME,בזמן
QS,1287,SMARTWINGS,2024-03-11T05:35:00,2024-03-11T05:35:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,53-55,B,ON TIME,בזמן
AA,9262,AMERICAN AIRLINES,2024-03-11T05:50:00,2024-03-11T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
AM,7867,AERO MEXICO,2024-03-11T05:50:00,2024-03-11T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
LY,004,EL AL ISRAEL AIRLINES,2024-03-11T05:50:00,2024-03-11T05:50:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,319,EL AL ISRAEL AIRLINES,2024-03-11T05:50:00,2024-03-11T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
SK,3161,SAS,2024-03-11T05:50:00,2024-03-11T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
AM,7864,AERO MEXICO,2024-03-11T05:55:00,2024-03-11T05:55:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
LY,337,EL AL ISRAEL AIRLINES,2024-03-11T05:55:00,2024-03-11T05:55:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
SK,3155,SAS,2024-03-11T05:55:00,2024-03-11T05:55:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
AA,9263,AMERICAN AIRLINES,2024-03-11T06:00:00,2024-03-11T06:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
BZ,702,BLUE BIRD AIRWAYS,2024-03-11T06:00:00,2024-03-11T06:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,20-23,A,ON TIME,בזמן
LY,2371,EL AL ISRAEL AIRLINES,2024-03-11T06:00:00,2024-03-11T06:00:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
LY,353,EL AL ISRAEL AIRLINES,2024-03-11T06:00:00,2024-03-11T06:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
LY,357,EL AL ISRAEL AIRLINES,2024-03-11T06:00:00,2024-03-11T06:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
SK,3157,SAS,2024-03-11T06:00:00,2024-03-11T06:00:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
SK,3165,SAS,2024-03-11T06:00:00,2024-03-11T06:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
AR,7877,AEROLINEAS ARGENTINAS S.A.,2024-03-11T06:10:00,2024-03-11T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
LY,345,EL AL ISRAEL AIRLINES,2024-03-11T06:10:00,2024-03-11T06:10:00,D,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
LY,385,EL AL ISRAEL AIRLINES,2024-03-11T06:10:00,2024-03-11T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
SK,3167,SAS,2024-03-11T06:10:00,2024-03-11T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TP,8898,AIR PORTUGAL,2024-03-11T06:10:00,2024-03-11T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
AA,9265,AMERICAN AIRLINES,2024-03-11T06:15:00,2024-03-11T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
AM,7879,AERO MEXICO,2024-03-11T06:15:00,2024-03-11T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
AR,7871,AEROLINEAS ARGENTINAS S.A.,2024-03-11T06:15:00,2024-03-11T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
IB,2394,IBERIA,2024-03-11T06:15:00,2024-03-11T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
LY,082,EL AL ISRAEL AIRLINES,2024-03-11T06:15:00,2024-03-11T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
LY,395,EL AL ISRAEL AIRLINES,2024-03-11T06:15:00,2024-03-11T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
QF,5021,QANTAS AIRWAYS,2024-03-11T06:15:00,2024-03-11T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
TG,5483,THAI AIRWAYS,2024-03-11T06:15:00,2024-03-11T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
VN,3299,VIETNAM AIRLINES,2024-03-11T06:15:00,2024-03-11T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
IB,2392,IBERIA,2024-03-11T06:30:00,2024-03-11T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
IZ,801,ARKIA  ISRAELI  AIRLINES,2024-03-11T06:30:00,2024-03-11T06:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G12-G17,G,ON TIME,בזמן
LY,393,EL AL ISRAEL AIRLINES,2024-03-11T06:30:00,2024-03-11T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
B6,6484,JETBLUE AIRWAYS CORPORATION,2024-03-11T06:35:00,2024-03-11T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7444,DELTA AIRLINES,2024-03-11T06:35:00,2024-03-11T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,028,EL AL ISRAEL AIRLINES,2024-03-11T06:35:00,2024-03-11T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
AR,7850,AEROLINEAS ARGENTINAS S.A.,2024-03-11T06:45:00,2024-03-11T06:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6468,JETBLUE AIRWAYS CORPORATION,2024-03-11T06:45:00,2024-03-11T06:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7438,DELTA AIRLINES,2024-03-11T06:45:00,2024-03-11T06:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,018,EL AL ISRAEL AIRLINES,2024-03-11T06:45:00,2024-03-11T06:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,381,EL AL ISRAEL AIRLINES,2024-03-11T06:50:00,2024-03-11T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
LY,541,EL AL ISRAEL AIRLINES,2024-03-11T06:50:00,2024-03-11T06:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,ON TIME,בזמן
SK,3185,SAS,2024-03-11T06:50:00,2024-03-11T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TP,8910,AIR PORTUGAL,2024-03-11T06:50:00,2024-03-11T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
LY,573,EL AL ISRAEL AIRLINES,2024-03-11T06:55:00,2024-03-11T06:55:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,ON TIME,בזמן
IZ,413,ARKIA  ISRAELI  AIRLINES,2024-03-11T07:00:00,2024-03-11T07:00:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,34-38,B,ON TIME,בזמן
LY,311,EL AL ISRAEL AIRLINES,2024-03-11T07:00:00,2024-03-11T07:00:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
LY,5119,EL AL ISRAEL AIRLINES,2024-03-11T07:00:00,2024-03-11T07:00:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,78-99,D,ON TIME,בזמן
BZ,112,BLUE BIRD AIRWAYS,2024-03-11T07:05:00,2024-03-11T07:05:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,23-26,A,ON TIME,בזמן
LY,2365,EL AL ISRAEL AIRLINES,2024-03-11T07:05:00,2024-03-11T07:05:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,78-99,D,ON TIME,בזמן
6H,661,ISRAIR AIRLINES,2024-03-11T07:20:00,2024-03-11T07:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,56-59,C,ON TIME,בזמן
IZ,161,ARKIA  ISRAELI  AIRLINES,2024-03-11T07:30:00,2024-03-11T07:30:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,38-41,B,ON TIME,בזמן
LY,347,EL AL ISRAEL AIRLINES,2024-03-11T07:30:00,2024-03-11T07:30:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
LY,551,EL AL ISRAEL AIRLINES,2024-03-11T07:30:00,2024-03-11T07:30:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,78-99,D,ON TIME,בזמן
SK,3189,SAS,2024-03-11T07:30:00,2024-03-11T07:30:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
6H,043,ISRAIR AIRLINES,2024-03-11T07:30:00,2024-03-11T07:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G1-G5,G,ON TIME,בזמן
IZ,511,ARKIA  ISRAELI  AIRLINES,2024-03-11T07:55:00,2024-03-11T07:55:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,41-46,B,ON TIME,בזמן
6H,885,ISRAIR AIRLINES,2024-03-11T08:10:00,2024-03-11T08:10:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,59-62,C,ON TIME,בזמן
LY,611,EL AL ISRAEL AIRLINES,2024-03-11T08:20:00,2024-03-11T08:20:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,78-99,D,ON TIME,בזמן
S7,4482,SIBERIA AIRLINES,2024-03-11T08:20:00,2024-03-11T08:20:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,78-99,D,ON TIME,בזמן
UA,084,UNITED AIRLINES,2024-03-11T08:20:00,2024-03-11T08:20:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
IZ,802,ARKIA  ISRAELI  AIRLINES,2024-03-11T08:45:00,2024-03-11T08:45:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
LY,003,EL AL ISRAEL AIRLINES,2024-03-11T08:45:00,2024-03-11T08:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
EK,2369,EMIRATES,2024-03-11T08:55:00,2024-03-11T08:55:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1549,FLYDUBAI,2024-03-11T08:55:00,2024-03-11T08:55:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
AM,7885,AERO MEXICO,2024-03-11T09:00:00,2024-03-11T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
LY,323,EL AL ISRAEL AIRLINES,2024-03-11T09:00:00,2024-03-11T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
SK,3163,SAS,2024-03-11T09:00:00,2024-03-11T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
AA,9261,AMERICAN AIRLINES,2024-03-11T09:15:00,2024-03-11T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
AM,7863,AERO MEXICO,2024-03-11T09:15:00,2024-03-11T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
LY,086,EL AL ISRAEL AIRLINES,2024-03-11T09:15:00,2024-03-11T09:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
LY,315,EL AL ISRAEL AIRLINES,2024-03-11T09:15:00,2024-03-11T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
SK,3181,SAS,2024-03-11T09:15:00,2024-03-11T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
U8,103,TUS AIRWAYS,2024-03-11T09:30:00,2024-03-11T09:30:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,20-23,A,ON TIME,בזמן
IZ,807,ARKIA  ISRAELI  AIRLINES,2024-03-11T09:40:00,2024-03-11T09:40:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G12-G17,G,ON TIME,בזמן
6H,044,ISRAIR AIRLINES,2024-03-11T10:00:00,2024-03-11T10:00:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
6H,725,ISRAIR AIRLINES,2024-03-11T10:00:00,2024-03-11T10:00:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,56-59,C,ON TIME,בזמן
A4,5025,AZIMUTH AIRLINES,2024-03-11T10:05:00,2024-03-11T10:05:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
W6,2325,WIZZAIR,2024-03-11T10:05:00,2024-03-11T10:05:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
EK,2370,EMIRATES,2024-03-11T10:10:00,2024-03-11T10:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,63-69,C,ON TIME,בזמן
FZ,1550,FLYDUBAI,2024-03-11T10:10:00,2024-03-11T10:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,63-69,C,ON TIME,בזמן
AM,7868,AERO MEXICO,2024-03-11T10:20:00,2024-03-11T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
AR,7852,AEROLINEAS ARGENTINAS S.A.,2024-03-11T10:20:00,2024-03-11T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6450,JETBLUE AIRWAYS CORPORATION,2024-03-11T10:20:00,2024-03-11T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7425,DELTA AIRLINES,2024-03-11T10:20:00,2024-03-11T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
EK,2450,EMIRATES,2024-03-11T10:20:00,2024-03-11T10:20:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1081,FLYDUBAI,2024-03-11T10:20:00,2024-03-11T10:20:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
IZ,211,ARKIA  ISRAELI  AIRLINES,2024-03-11T10:20:00,2024-03-11T10:20:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,34-39,B,ON TIME,בזמן
LY,002,EL AL ISRAEL AIRLINES,2024-03-11T10:20:00,2024-03-11T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
IZ,162,ARKIA  ISRAELI  AIRLINES,2024-03-11T10:30:00,2024-03-11T10:30:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
UA,085,UNITED AIRLINES,2024-03-11T10:30:00,2024-03-11T10:30:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,12-19,A,ON TIME,בזמן
HY,301,UZBEKISTAN AIR,2024-03-11T10:35:00,2024-03-11T10:35:00,A,TAS,TASHKENT,טשקנט,TASHKENT,אוזבקיסטן,UZBEKISTAN,3,,,NOT FINAL,לא סופי
W6,2326,WIZZAIR,2024-03-11T10:55:00,2024-03-11T10:55:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,30-33,A,ON TIME,בזמן
A4,5026,AZIMUTH AIRLINES,2024-03-11T11:05:00,2024-03-11T11:05:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,60-62,C,ON TIME,בזמן
EY,593,ETIHAD AIRWAYS,2024-03-11T11:20:00,2024-03-11T11:20:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LY,9600,EL AL ISRAEL AIRLINES,2024-03-11T11:20:00,2024-03-11T11:20:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
BZ,111,BLUE BIRD AIRWAYS,2024-03-11T11:35:00,2024-03-11T11:35:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
